raw_character_text,spoken_words
Nelson Muntz,Sure... for balance.
Nelson Muntz,Haw haw.
Lisa Simpson,Sorry.
Nelson Muntz,Haw haw.
Lisa Simpson,Sorry.
Mark Zuckerberg,Mark Zuckerberg is...
Nelson Muntz,Haw haw.
Lisa Simpson,Sorry!
,
Milhouse Van Houten,Whoa! She's everything I want to be!
Nelson Muntz,What's a babe like her doing with a brown banana like Skinner?
Bart Simpson,Maybe she's one of those sexy school- supply company reps.
Milhouse Van Houten,"If that's true, where's her suitcase with wheels, Bart? Where's her suitcase with wheels?!"
,
Gary Chalmers,"Ah, if it isn't Eavesdrop Ernie and the Listen-In Bunch! I'd like you boys to meet Dahlia Brinkley."
Seymour Skinner,She's the only Springfield Elementary alum ever to advance to the Ivy League!
Lisa Simpson,There's a car in the parking lot with a Yale sticker on it! It's gotta be you.
Dahlia,"I just graduated from Yale, and thought I'd pay a visit -- from Yale -- to the little school where it all began."
Lisa Simpson,I plan to attend an Ivy League school myself. I do have a 4.0 GPA.
Nelson Muntz,"She can do the kind of math that has letters. Watch: what's ""x,"" Lisa?"
Lisa Simpson,"Well, that depends."
Nelson Muntz,"Sorry, she did it yesterday."
Dahlia,I believe you. What else have you got?
Lisa Simpson,"Um, I'm treasurer of the Jazz Club, and started the school's recycling society."
Dahlia,Nice. And?
Lisa Simpson,"Uh, that's it."
Dahlia,"Two clubs? Well that's a bridge bid, not an Ivy League application."
Lisa Simpson,But I'm only in second grade.
Dahlia,"By your age, I'd been the dominant force in dozens of extracurricular activities."
Seymour Skinner,Quite so! Just take a look at her yearbook.
Seymour Skinner,Wonderful year.
Gary Chalmers,Same year we got new playground sand.
Seymour Skinner,Yes it was.
Gary Chalmers,Mmm-hm.
,
Lisa Simpson,Thrust! Parry! Dodge! Poke!
Lisa Simpson,"C'mon, Maggie. I need to get good at fencing so I can put it on my resume and get into Yale. Don't be scared. I won't hurt my widdle sister."
Lisa Simpson,
Marge Simpson,"Sweetie, you could still go to McGill -- the Harvard of Canada."
Lisa Simpson,Anything that's the something of the something isn't really the anything of anything!
Homer Simpson,"Hello, Flanders. Don't you have a neighbor on the other side?"
Ned Flanders,"Indeedily-doodily I do, and I love him just as much as you! It's a Flanders sandwich with great neighbor bread!"
Ned Flanders,"Bart, call me Walter Matthau, 'cause I'm a bad-news bearer. I'm resigning as manager of your Little League team."
Bart Simpson,What? Why?
Ned Flanders,"In the last game, our shortstop hit a long foul ball, but the umpire called it a homerun... and I let it go without saying a word. I just don't like the monster I've become."
Bart Simpson,"But without a coach, we can't play!"
Marge Simpson,"Homie, maybe you could do it."
Homer Simpson,"Sorry, Marge. The last time I stepped on a baseball field, I got tased."
Marge Simpson,"You know, someday these kids will be out of the house and you'll regret not spending more time with them."
Homer Simpson,"That's a problem for future Homer. Man, I don't envy that guy."
,
Bart Simpson,Can't play baseball... what am I gonna do?
Hobby Shop Owner,"Son, how would you like to spend the summer building wooden boats by hand with master craftsmen?"
Bart Simpson,How'd you like to kiss my ass?
Nelson Muntz,"Look at me, I'm Whitey Ford!"
Bart Simpson,Huh?
Bart Simpson,What's goin' on?
Milhouse Van Houten,We got a new coach!
Bart Simpson,Awesome! Who is it?
,
Lisa Simpson,It's me!
Bart Simpson,Lisa?!
Lisa Simpson,"What, you can't stand the idea of a girl coaching a boys' baseball team?"
Bart Simpson,"No, we can't stand the idea of someone who knows nothing about baseball coaching a baseball team."
Lisa Simpson,"Hey, there have been plenty of female managers in baseball! Connie Mack, Sandy Alomar, Terry Francona, Pinky Higgins--"
Nelson Muntz,Those are dudes!
Lisa Simpson,"Really?... They sound like... I mean... well, the thing..."
Lisa Simpson,"Okay, bottom line: I need an extra-curricular activity, and no one else will coach you loveable losers."
Bart Simpson,We're not losers. Last year we finished six and five.
Nelson Muntz,And we're not loveable. We had a tall freckled-faced kid on the team that we picked on till he quit.
Nelson Muntz,Hey Splatter-face! How's the weather up there?
Nelson Muntz,"It's too bad 'cause he's a great hitter, but it's worth it."
Lisa Simpson,"Look, if you want to play liability-insured baseball, I'm your only shot."
Bart Simpson,"Fine, you can be our coach."
Lisa Simpson,Thanks. You can be the free safety.
Bart Simpson,Wrong sport.
Lisa Simpson,I mean the point guard.
Bart Simpson,Also wrong.
Lisa Simpson,I'm gonna do a little research.
Bart Simpson,"A little's not gonna be enough, honey pie."
Lisa Simpson,Don't call me honey pie.
Bart Simpson,"You got it, tootsie pop."
Lisa Simpson,
Nelson Muntz,"Get a room, you two."
Lisa Simpson,We're brother and sister.
Milhouse Van Houten,"So are my parents, I think."
,
Lisa Simpson,"Hey, Dad."
Homer Simpson,"Hey pal, howya doin'?"
Lisa Simpson,Fine. I was hoping you and your friends could tell me something about baseball strategy.
Moe Szyslak,"The only thing I know about strategy is that whatever the manager does, it's wrong, unless it works, in which case he's a button-pusher."
Lenny Leonard,I hate guys that just push buttons all day.
Carl Carlson,You just push buttons all day.
Lenny Leonard,"You know, ever since Obama came in, you've got all the answers, don't you?"
Lisa Simpson,Does anyone here actually know anything about baseball?
Moe Szyslak,"Uh, the guys in that booth down there."
Gary,"As a pitcher, Cliff Lee is clearly superior to Zack Grienke."
Professor Jonathan Frink,"Uh yes, I completely agree, with the following colossal exception: before the fourth inning after a road loss in a domed stadium. Then it's good to be Grienke. Unless he's got a bunion, in which case he is notably ineffective."
Lisa Simpson,"Wow, I'm surprised you guys know so much about a sport."
,
Homer Simpson,"Hey, let's hold hands and skip inside!"
Professor Jonathan Frink,"Oh Lisa, baseball is a game played by the dexterous but only understood by the Poin-dexterous. Do you understand what I laid out there?"
Doug,The key to understanding the game is sabermetrics.
Lisa Simpson,Huh?
Professor Jonathan Frink,The field was developed by statistician Bill James...
Bill James,I made baseball as fun as doing your taxes!
Professor Jonathan Frink,"Using sabermetrics, even an eight-year-old girl can run a ballclub with the sagacity of a Stengel and the single-mindedness of a Steinbrenner. I call it a Stein-stengel-."
Lisa Simpson,"Thanks, guys."
Moe Szyslak,"Hey, speaking of stats, I'm none too pleased about your ratio of ""seats occupied"" to ""beers ordered."""
Gary,You mean our SOBO? Let's calculate it now!
Doug,
Doug,What's the conversion factor for ginger beer?
Gary,Refreshingness over effervescence.
Benjamin,Plus or minus tang.
Moe Szyslak,Why did I advertise my drink specials in Scientific American?
Professor Jonathan Frink,I can think of three reasons. First of all you...
Moe Szyslak,Shut up.
,
Baseball Announcer,"So we're one-one in the third, and Isotot manager Lisa Simpson rearranges her defense one more time. I haven't see this many books in a dugout since Albert Einstein went canoeing."
Lisa Simpson,Everyone shift towards right!
Crowd,
Ralph Wiggum,I caught a white apple!
Lisa Simpson,"Okay, everyone study two-out situations, count management, and I'll be back with some gluten-free crackers."
Milhouse Van Houten,Your spreadsheets!
Bart Simpson,"My stupid sister's taken the fun out of baseball. What happened to stealing bases, the suicide squeeze, throwin' a little chin music?"
Nelson Muntz,"We're no longer cellar dwellers. Well, the team isn't."
Bart Simpson,"This isn't the game I grew up with, the game played in the misty ballparks of Enron Field, or Pac Bell, then S.B.C., now A. T. and T. Park. And from now on, I'm gonna play my game."
Baseball Announcer,"Bart Simpson on deck, his bat's just hungering for a homer like Chronos for his children. Speaking of Homer, Bart's father's name is, you guessed it, not on my fact sheet."
,
Lisa Simpson,"Bart, this guy's walked the last two batters, and if he walks you, we win the game. Don't swing at anything!"
Bart Simpson,But I'm on a hot streak.
Lisa Simpson,Hot streaks are a statistical illusion.
Bart Simpson,I wish you were a statistical illusion.
Lisa Simpson,"Well, there's a ninety-seven percent chance I'm not, so do what I say."
Umpire,Ball one!
Umpire,Ball two!
Lisa Simpson,Don't swing.
,
Ball,I've ruined your favorite thing!
Bart Simpson,
Crowd,
Teammates,Bart! Bart! Bart!
Lisa Simpson,You disobeyed your manager!
Bart Simpson,So what? We won.
Teammates,Bart! Bart! Bart!
Lisa Simpson,"Here's what: you're off the team! Get him outta here, boys."
Teammates,"Conflicted, conflicted, conflicted."
,
Lisa Simpson,"C'mon, guys. I had to get rid of Bart."
Nelson Muntz,But he socked a walk-off dinger!
Lisa Simpson,That dinger was a fluke! Not that I have to defend myself to you. Managers manage and players play.
Ralph Wiggum,Do alligators alligate?
Lisa Simpson,I don't know... yes.
Ralph Wiggum,I'm scared.
,
Bart Simpson,"Here's my uniform, since I won't be needing it any more!"
Homer Simpson,Woo hoo! Underpants dinner!
Marge Simpson,No it's not!
Homer Simpson,
Bart Simpson,"You know, Lis, I'm glad I'm not playing baseball anymore. I think I'm more interested in soccer!"
Lisa Simpson,
Marge Simpson,Cut it out! You're upsetting the gravy boat!
Homer Simpson,I'll put a stop to this nonsense!
Man,Bless you.
Marge Simpson,"Lisa, can't you let your brother back on the team? Fly balls and fungoes come and go, but family is forever."
Homer Simpson,"Sorry Marge, I gotta call bullcrap on that. The '69 Mets will live on forever, but you think anyone cares about Ron Swoboda's wife and kids? Not me -- and, I assume, not Ron Swoboda!"
Marge Simpson,What about Bart's feelings?
Homer Simpson,"Boys don't have feelings, they have muscles."
Marge Simpson,Why do you say such ridiculous things?
Homer Simpson,"They sound good in my brain, then my tongue makes not the words sound very good, formally."
Marge Simpson,Mama Bear said 'I'm sure Sister Bear will come to her senses.'
,
Homer Simpson,...Then Pete Rose plowed into his friend Ray Fosse...
Marge Simpson,"Brother Bear said ""Sister Bear is inconsiderate."""
Homer Simpson,...dislocating Fosse's shoulder in a meaningless game...
Homer Simpson,"...He had earned the nickname ""Charlie Hustle..."""
Ned Flanders,"Excuse me! With all this racket, my boys can't get their sixteen hours sleep."
,
Lisa Simpson,"...So because of your on-base percentage, Nelson, you're the new leadoff hitter. Questions?"
Ralph Wiggum,When's Bart coming back?
Lisa Simpson,He's not! He thought he was better than the laws of probability. Anyone else think he's better than the laws of probability?
Lisa Simpson,"Well, you're not!"
,
Baseball Announcer,"With me here in the booth is brand new color commentator and former Isotots great, Bart Simpson! Bart, do you miss the game?"
Bart Simpson,"No, no, no, no. I got a lot goin' on."
Baseball Announcer,I'm sure you do.
Baseball Announcer,Milhouse hits a frozen rope just past the diving shortstop...
Baseball Announcer,There's a play at the plate! He's... safe! And that's all she wrote! It's a triumph of number-crunching over the human spirit! And it's about time!
,
,
Lisa Simpson,"Look, Dad! ""Players and Coaches' Entrance!"""
Bart Simpson,"Well, let's go to the bleachers. I brought an air horn and a megaphone."
Bart Simpson,Testing...
Marge Simpson,"Actually, I'm taking you on a ""special little guy super happy fun"" day!"
Bart Simpson,Are you taking me to the dentist?
Marge Simpson,You're not going to the dentist!
,
,
Bart Simpson,"Y'know Mom, after only seven hours in this amusement park, I'm finally enjoying myself. I'm actually starting to forget about..."
Marge Simpson,Lisa? She wants to talk to you.
Bart Simpson,Hey Lis.
Lisa Simpson,I need you! Ralph can't play 'cause he's too juiced.
Ralph Wiggum,I didn't know what I was putting into my body.
Bart Simpson,"Sorry sis, I've moved on, and my days of listening to my manager are over."
Mike Scioscia,"Son, you should always listen to your manager."
Marge Simpson,Mike Scioscia! Didn't you get radiation poisoning working at the Springfield Nuclear Plant?
Mike Scioscia,I sure did -- and it gave me super-managing powers! I also demagnetize credit cards.
Mike Scioscia,"Bart, I have two pieces of advice. First, keep your arms in the damn car."
Mike Scioscia,"Secondly, I don't care if your manager is your sister, Dick Drago's mustache, or Oscar Gamble's afro! A player should always listen to his skipper -- that's how I got these three World Series rings."
Mike Scioscia,"Never mind that -- I'll win more. But you owe it to your sister, and the great game of baseball-- wacky face for the camera!"
Mike Scioscia,"...to go back and help your team. Now, who wants funnel cake?"
Mike Scioscia,"You got some great raw ingredients, kid. Open up your stance a little. Wrong, wrong, wrong!"
Mike Scioscia,That's okay. You just didn't have it today.
Funnel Cake Man,Not everything's baseball.
Mike Scioscia,Yes it is.
,
Lisa Simpson,What am I gonna do? I need a pinch-runner with speed!
Milhouse Van Houten,How about a benchwarmer who's afraid of puppets?
Bart Simpson,Did someone order a happy ending?
Lisa Simpson,Bart!
Lisa Simpson,Now get out there a kick a field goal! Kidding!
,
Baseball Announcer,"...and that's why anyone who invested with Lenny Dykstra really should call that number. Lawyers are standing by. Simpson on first... taking a big lead... oh, looks like he's gonna swipe the bag."
Lisa Simpson,"No! No, don't steal!"
Crowd,
Baseball Announcer,And there he goes!
Baseball Announcer,He's stealing third!...
Lisa Simpson,"Okay, okay, he's stolen third. But surely that's the limit of his cockiness..."
Bart Simpson,I'm stealing home!
Lisa Simpson,No! The computer says it's statistically impossible!
C. Montgomery Burns,Bah! Computers! They'll never replace my Huffnagle autocollator!
C. Montgomery Burns,"Crank it, Smithers! Crank it!"
Waylon Smithers,"It's, uh, seizing up, sir."
C. Montgomery Burns,"Yes, well apply more goose grease!"
Lisa Simpson,"Stealing home. It's so impossible. It's against every sensible instinct... it's, it's..."
Lisa Simpson,"It's the most exciting play in baseball! Go, Bart!"
Homer Simpson,"If he makes it, that's my son!"
Umpire,Yer out!
Crowd,
Baseball Announcer,"The Isotots lose! Now to begin my off-season job: follow-home robberies. I'll see you in the parking lot, but you won't see me, until it's too late."
Homer Simpson,You stink!
Bart Simpson,Did I make it?
Lisa Simpson,"No. But you did do something. You made me love baseball. Not as a collection of numbers, but as an unpredictable, passionate game beaten in excitement only by every other sport."
Bart Simpson,I guess your computer was right.
Lisa Simpson,"Maybe it was, but according to my calculations, you're a great brother fifty-one percent of the time."
Bart Simpson,"And according to my gut, you're okay too."
Lisa Simpson,Can you put a number on it?
Lisa Simpson,Awww...
Teammates,Conflict resolved! Conflict resolved! Conflict resolved!
,
Milhouse Van Houten,
Bart Simpson,Milhouse! Do we have enough points for a weapons upgrade?
Milhouse Van Houten,"Yeah, we really racked 'em up eating all those elf babies."
Bart Simpson,Nothing beats a weapon made of weapons!
Zombies,
Marge Simpson,This is that videogame Reverend Lovejoy said you shouldn't play!
Milhouse Van Houten,"Well, he's playing it right now."
Rev. Lovejoy Avatar,Slay the wounded!
Marge Simpson,I still think it's too violent.
Bart Simpson,It's a game. We're not hurtin' anybody.
Milhouse Van Houten,My non-lazy eye!
Marge Simpson,
Marge Simpson,These classic board games are fun and safe.
Milhouse Van Houten,My other eye!
,
Bart Simpson,"So which of these ""bored lames"" shall we play? Taffyland?"
Milhouse Van Houten,Drops And Risers?
Bart Simpson,Consternation?
Milhouse Van Houten,Ravenous Ravenous Rhinos?
Bart Simpson,Mousecatch?
Milhouse Van Houten,Battleboat?
Bart Simpson,Funopoly?
Milhouse Van Houten,Crate of Apes?
Bart Simpson,Yahtzu?
Milhouse Van Houten,Tiddlywonks?
Bart Simpson,"Hey, I've never seen this one before."
Milhouse Van Houten,Satan's Path?
Bart Simpson,"Hey, it's gotta be good if Satan put his name on it."
Bart Simpson,"Here, I'll be the demon, you be the thimble."
Milhouse Van Houten,"Oh, I'm always the thimble."
Bart Simpson,One...
Bart Simpson,...two.
Rich Uncle Pennybags,There was a bank error in my favor... ...and I'm spending it all on Oriental Avenue prostitutes!
Rich Uncle Pennybags,
Milhouse Van Houten,All the games came to life!
,
Lou,"I don't like the looks of that knight, Chief."
Chief Wiggum,"Don't worry, we're safe. He's two steps away and one to the right."
Chief Wiggum,"For me it's game, set and match."
Lou,"I think you mean ""check, and mate."""
Chief Wiggum,"Just got crushed by a giant horse, Lou. You wanna cut me a break."
Selma Bouvier,Time to meet my mystery dude.
Selma Bouvier,
,
Homer Simpson,"Oh man, I'm never comin' down."
Homer Simpson,
Homer Simpson,Woo hoo! Another ladder!
Homer Simpson,"Ridin' high! Sinkin' low! Top of the heap! Down I go! On top for good! Oh, cruel hubris!"
,
Bart Simpson,How do we make this stop?
Lisa Simpson,"Well, my Latin's a little rusty, but I think to get everything back in its box, you have to finish the game."
Milhouse Van Houten,And if we don't finish?
Lisa Simpson,You're gonna have to deal with more nonsense like that.
Apu Nahasapeemapetilon,Yahtzu.
Waylon Smithers,"Here we go, back in the cup."
Sideshow Mel,At least the cup is lined with felt.
Moe Szyslak,"Hey Mister Positive, shut the hell up."
,
Milhouse Van Houten,We'll be safe on this Battleboat.
Bart Simpson,Set a course for B-7.
Powerful Voice,B-7!
Milhouse Van Houten,They dunked our battleboat!
Bart Simpson,"I wish I could see my Mom one last time so I can say ""this is all your fault""!"
,
Marge Simpson,"Colonel Ketchup, I say it was you that killed him in the parlor with the letter opener."
Colonel Ketchup,He was going to leave me. And I'm too old to find anyone else!
Marge Simpson,
,
Bart Simpson,"C'mon, man, climb up!"
Milhouse Van Houten,"No, I might sink the letter. And Q is just too valuable."
Bart Simpson,That blank can be any letter we want!
,
Milhouse Van Houten,Maybe I'm just tired of living.
Bart Simpson,"The final challenge! Mousecatch... a game so lame, no one's ever finished it!"
Crazy Eights,
Bart Simpson,Crazy eights!
Bart Simpson,"Think Bart, think! What was that lesson I learned from videogames? Oh yeah, kill, kill, kill!"
,
Bart Simpson,There comes a time to beat the crap out of childish things!
Grampa Simpson,Sure is a hard way to catch a mouse.
Bart Simpson,This stupid thing never works.
,
,
Bart Simpson,That's it. From now on we'll just play hangman.
Bart Simpson,"Wait, wait! We still get one more letter!"
Milhouse Van Houten,Is it... three?
Bart Simpson,That's not a letter!
Milhouse Van Houten,Stupid! Stupid! Stupid!
,
,
Homer Simpson,"Man, it's been a crazy morning. Champagne?"
Marge Simpson,"Oh Homie, what a great idea to take a cruise in uncharted waters."
Homer Simpson,"Yeah, charts are for squares, baby."
Marge Simpson,"Whew, sure is hot out here..."
Marge Simpson,
Homer Simpson,That's my cell phone.
,
Homer Simpson,Oh baby. Let's give those seagulls something to squawk about.
Marge Simpson,
Marge Simpson,
Homer Simpson,"Oh yeah baby, I like it when you're distracted."
Man,
Marge Simpson,"Homie, help him up!"
Homer Simpson,"Fine, I'll get the hook."
Homer Simpson,"Don't fight it... That's it... That's it, a little more... How's that?"
Homer Simpson,"You're safe now, my friend."
Marge Simpson,This poor man must've been out there for days!
Marge Simpson,He's nothing but hard bronze muscle.
Homer Simpson,"O-kay, this guy's taken care of so, uh, you know..."
Marge Simpson,I'm not really in the mood anymore.
Homer Simpson,Fine. I'm going for a walk.
,
Man,"My name's Roger. I was the chef on the Albatross, working for a businessman taking his partners to Tahiti. One night, he asked for pie for dessert..."
,
Roger,"As the pie cooled innocently on a porthole sill, my employer attempted to inject it with poison."
Roger,But I caught him in the act.
Roger,"Unfortunately, he had the strength of ten businessmen. He sent me napward with a bottle of low-sodium soy sauce."
,
Marge Simpson,Poor man. You've been through so much.
Homer Simpson,"Hey, I've had a hard trip too. One of the lenses fell out of my sunglasses."
Marge Simpson,"Oh, Roger! You really know what you're doing!"
Homer Simpson,
Roger,No luck.
Roger,"Anyway, when I came to, everyone onboard was dead."
,
Roger,I fled the horrific scene.
Roger,"And after days at sea, I found my savior: you, Marge."
Roger,"...And in a very insignificant way, you, Homer."
,
Roger,"God, it was horrible!"
Homer Simpson,"Marge, can I have a word with you in private?"
Homer Simpson,I don't trust that guy. I bet he killed everyone on that boat himself.
Marge Simpson,That's crazy talk!
Roger,Excuse me...
,
Roger,"You've both been so kind to me, I baked you this pie."
Marge Simpson,That is so sweet!
Homer Simpson,Why do pie makers get all the girls?
,
Marge Simpson,Why did you do that?
Homer Simpson,It was poisoned.
Marge Simpson,No it wasn't!
Homer Simpson,"Well, it was rhubarb."
Marge Simpson,"No, it was berry-peach!"
Homer Simpson,Berry-peach?! That's my favorite!
,
Marge Simpson,"Please! Homer, I am so sick of this unmotivated, jealous..."
Marge Simpson,The pie was poisoned. You were right! I guess we've got to kill him before he kills us.
Homer Simpson,"Well, we'd better do it quick. Because he's making scones!"
Homer Simpson,"They should call this one ""recipe for murder."""
Marge Simpson,"What do you mean, this one?"
Homer Simpson,Never mind.
,
Marge Simpson,"Oh Roger, would you hand me the suntan oil?"
Homer Simpson,"Ooh, got a text."
Marge Simpson,Now!
Marge Simpson,Dear God. We just killed a man.
Homer Simpson,"Yeah, the decent thing to do is bury him at sea."
Homer Simpson,Come 'n' get it barnacles!
,
,
Marge Simpson,Roger was telling the truth!
Homer Simpson,This proves nothing. Roger could've been the one that killed them!
Marge Simpson,Soy sauce!
Marge Simpson,Low sodium!
Homer Simpson,Then... his story was true!
Marge Simpson,We killed an innocent man. We're murderers! Murderers!
Roger,"Well, if it isn't my saviors."
Homer Simpson,"Hey pal, how ya been?"
Roger,"Don't you ""pal"" me. Why did you try to kill me?!"
Homer Simpson,The pie you baked us killed that shark!
Roger,The pie was clean! The shark died from the fuel leaking out of your boat.
Homer Simpson,
Roger,Oh goody. The monkey got a hold of a spear gun.
Marge Simpson,Why did you do that?
Homer Simpson,"We had to kill him, or he'd tell people we tried to kill him."
Businessman,What the devil's going on here?
Marge Simpson,You're alive?
Businessman,"Yes, I suspected our host would poison us, so I gave everyone an antidote before dinner."
Homer Simpson,Looks like you've got a flair for avoiding death.
Homer Simpson,"Oh, come on! Just a second..."
Homer Simpson,Bankers away!
Pelican,
Pelican,
Homer Simpson,I repeat: no one will ever know.
Marge Simpson,We'll know.
Homer Simpson,"Marge, what are you doing? That pie is poisoned!"
Marge Simpson,I can't live with the guilt.
Homer Simpson,She just wanted to ride bikes through New England. But those seats hurt my ass!
,
Homer Simpson,Ever wonder what she thinks about?
Marge Simpson,Just sugarplums and buttercups.
,
,
Bart Simpson,"Hey, what's that weird look on all those girls' faces?"
Lisa Simpson,It's something you've never seen: they're smitten.
Bart Simpson,"Oh I've seen it, especially when I do this."
Bart Simpson,
Lisa Simpson,"Well, he is cute. But I'm sure a boy like him would never say hello to me."
Edmund,Hello.
Lisa Simpson,I love your pallor.
,
Otto Mann,Why is there a steering wheel in my bedroom?
Lisa Simpson,
Lisa Simpson,How'd you do that?
Edmund,"Oh, it's these cheap school buses, with their squishy metal. On another subject, you have beautiful eyes."
Lisa Simpson,They're just dots in circles.
Otto Mann,What? Me again?
Edmund,Come with me!
Lisa Simpson,"You're a vampire! I should be scared, but I'm not."
Edmund,Let us move between the trees the way a bat does -- by jumping!
Lisa Simpson,
Milhouse Van Houten,Lisa's fallen for a vampire? That makes me so angry. I feel the change coming!
Milhouse Van Houten,
,
Lisa Simpson,"Edmund's almost here, so PLEASE nobody be themselves!"
Homer Simpson,"I know, I know. Don't serve garlic... don't stab your guest in the heart with a wooden stake... don't ask him if he knows Frankenstein. It's racist somehow."
,
Edmund,"Sorry, my Dad insisted on coming."
Edmund,"Dad, I don't need a chaperone. I'm four hundred years old!"
Vampire Dad,"You live in my crypt, you play by my rules!"
Edmund,You're tearing me apart!
Marge Simpson,Dinner is served. I tried to make what Homer said you liked.
Homer Simpson,I get the drumstick!
,
Homer Simpson,"Okay, okay. If a mosquito bites you, does it become a vampire too?"
Vampire Dad,Yes.
Homer Simpson,"Okay, okay. If you bite your tongue, does it become a vampire?"
Vampire Dad,"Look, I'm more than just a vampire. I'm a nut for Dixieland jazz."
Edmund,You said you weren't going to bring that.
Vampire Dad,I said I might not.
Edmund,They say vampires live forever. But I die -- of embarrassment every day!
Lisa Simpson,I know just how you feel!
Edmund,"Let's fly, Lisa. Keep your mouth closed or you'll swallow a lot of bugs."
Marge Simpson,Get them back -- she can't get neck-holes! It's picture day tomorrow!
,
,
Homer Simpson,"Man, you vamps got it made... you sleep all day..."
Vampire Dad,"And, because we only drive at night, we can really time the traffic lights. Vatch..."
Vampire Dad,Green! Green! Green! Boom! Green! Yes! Boom! Green! Good! Boom!
,
Homer Simpson,"Boy, this place has every kind of vampire there is."
Homer Simpson,Excuse me?
Homer Simpson,Have you seen these kids?
Kount,I did -- and they were sneaking kisses. One kiss. Ha ha ha. Two kisses. Ha ha ha. Three kisses...
Vampire Dad,There they are!
Homer Simpson,Super-Team -- fly!
Vampire Dad,"I'm Dracula, not The Hulk."
Homer Simpson,Hyah! Hyah!
,
Lisa Simpson,"Bite me now, Edmund -- and we'll both be vampires!"
Vampire Dad,"Get your neck away from my son's teeth, you evil temptress!"
Lisa Simpson,"Sir, I'm not trying to take your son away from you. I plan to be a part of your rich culture, and organize media-friendly events to help combat all the unfair vampire stereotypes."
Vampire Dad,"Vow! Vow! Now I know what you see in this girl! Bite her, my son, and you both will be eight forever."
Lisa Simpson,"Eight forever? Whoa, whoa, whoa, whoa! I can't spend eternity using kid scissors. They barely cut anything!"
Edmund,Too late. The bloodlust is upon me.
Homer Simpson,"Back off, you unholy dreamboat!"
Homer Simpson,Pretty ironic -- a cross being used to kill someone.
Vampire Dad,
Edmund,"Father, you're hurt!"
Vampire Dad,"Yes, but at least you are safe, my son."
Homer Simpson,"Whoa, you blood-sucking freaks love your kids too?"
Vampire Dad,I remember when he was a baby... I'd sneak up to his crib in the middle of the day to make sure he was still not breathing...
Lisa Simpson,
Homer Simpson,"Well, nobody loves his kids more than me!"
Homer Simpson,Come and get it.
Edmund,"Die, fatso!"
Vampire Dad,His blood! It's full of cholesterol!
Homer Simpson,And not the good kind!
Homer Simpson,Woo-hoo!
Lisa Simpson,"Uh, Dad? They turned you into a vampire."
Homer Simpson,Yes! I can fly! See you back at the house!
Homer Simpson,Nooooo!
,
Krusty the Clown,"Mousey and Catsy, aren't they great? Now listen up, kids -- Krusty's sponsor, the Texxon family of gas stations, wants you to know that today's the last day of their ""Happy Little Elves"" giveaway!"
Krusty the Clown,"It's Texxon's way of saying ""Sorry about those million dead pelicans."""
Maggie Simpson,
Krusty the Clown,"You'll really love, the intentionally scarce ""Baby Must-Have."""
Maggie Simpson,
Krusty the Clown,Don'tcha want her beyond all reason?
Homer Simpson,"Maggie, you can't climb into the TV. If you could, I'd make Alex Trebek answer some questions."
Lisa Simpson,"Dad, I think Maggie's just sad 'cause her set is missing ""Baby Must-Have."""
Homer Simpson,"No child of mine will go without anything, ever! Except quality healthcare!"
,
,
Lisa Simpson,Didn't there used to be more Texxon stations?
Marge Simpson,"Yes, but they sold a bunch off to that frozen yogurt chain."
Selma Bouvier,What a cheap date this is.
Moe Szyslak,"I'm not cheap, baby, I'm embarrassed to be seen with you. Big difference."
Selma Bouvier,
,
,
Homer Simpson,"Nice part of town you got here. Too bad you keep it so far away. Now that we're best friends, can I get the baby elf?"
Cashier,Pick a box -- you get what you get.
Homer Simpson,You can't tell what's inside! Of all the times not to have x-ray vision.
Homer Simpson,I'll take... that one.
Homer Simpson,"Aw, this isn't the right one -- she wants the baby!"
Cashier,I can't give you another toy till you buy another ten gallons of gas.
Homer Simpson,You're lucky you're behind glass.
Cashier,Ain't no glass.
Homer Simpson,"Sure, it's easy to slap people when you're hidin' behind that glass!"
Cashier,You have a good day.
Homer Simpson,Drive all the way... get the wrong elf... ain't no glass... I'll show 'em -- I'll buy ten more gallons of their stupid gas!
,
Homer Simpson,Woo hoo!
,
Homer Simpson,
Homer Simpson,
Marge Simpson,"Oh Homie, maybe we should call it a day."
Homer Simpson,"Oh I'm sorry, Maggie, but even at your age, I'm sure you understand things can't always go your way, and that's why... I can't believe we didn't get that stupid elf!"
,
Bart Simpson,Where the hell are we? I've never seen stores like these before.
Marge Simpson,I know where we are! This is the neighborhood where I grew up!
Marge Simpson,"Ooo, everything's changed! That tree used to be a smaller tree. And that food bank used to be a regular bank."
Homer Simpson,The march of progress.
Marge Simpson,There's my old house!
Lisa Simpson,"Someday when I'm a grownup, maybe I'll go back and look fondly at our house."
Bart Simpson,"Well, stop in and say ""hi"" to me 'cause I'll still be there -- chillin' in my basement bachelor pad."
Homer Simpson,Be sure to water the flowers on my backyard grave.
Bart Simpson,As long as I can dig you up and stick you on the front porch every Halloween.
Homer Simpson,Just don't dress me up like a woman.
Bart Simpson,We'll see.
Lisa Simpson,
Abby,I know what you folks are here for.
Abby,Rabbits! I just kilt this one because it stopped bein' cute!
Marge Simpson,We're not here for rabbit. I used to live in this house as a girl.
Abby,"I live in it now as a woman! Hey, you wanna come on in? Take a look around?"
Marge Simpson,"Oh, I'd love to, if it's not an imposition."
Abby,"Well, as long as we don't have to feed this one."
